"","LMAHDY"
"2001-10-19",1262.5
"2001-10-22",1267.5
"2001-10-23",1279
"2001-10-24",1269.75
"2001-10-25",1268.75
"2001-10-26",1277.25
"2001-10-29",1268.5
"2001-10-30",1278.5
"2001-10-31",1259.75
"2001-11-01",1255.75
"2001-11-02",1250
"2001-11-05",1250
"2001-11-06",1250.75
"2001-11-07",1242.5
"2001-11-08",1253.5
"2001-11-09",1292.75
"2001-11-12",1307.5
"2001-11-13",1352
"2001-11-14",1371
"2001-11-15",1346.4
"2001-11-16",1380.7
"2001-11-19",1360.25
"2001-11-20",1355.25
"2001-11-21",1358.5
"2001-11-22",1335.5
"2001-11-23",1335.5
"2001-11-26",1379.5
"2001-11-27",1383.25
"2001-11-28",1396.75
"2001-11-29",1446.5
"2001-11-30",1453.75
"2001-12-03",1393
"2001-12-04",1377.7
"2001-12-05",1387.25
"2001-12-06",1369.45
"2001-12-07",1341
"2001-12-10",1327.5
"2001-12-11",1347
"2001-12-12",1332
"2001-12-13",1328
"2001-12-14",1317
"2001-12-17",1343
"2001-12-18",1350.5
"2001-12-19",1343.25
"2001-12-20",1330.75
"2001-12-21",1355.5
"2001-12-27",1345.75
"2001-12-28",1339.5
"2002-01-02",1322.75
"2002-01-03",1330
"2002-01-04",1334.75
"2002-01-07",1406
"2002-01-08",1401
"2002-01-09",1414.5
"2002-01-10",1383
"2002-01-11",1375.75
"2002-01-14",1388
"2002-01-15",1377.25
"2002-01-16",1392.25
"2002-01-17",1382
"2002-01-18",1371.25
"2002-01-21",1368.5
"2002-01-22",1366
"2002-01-23",1386.25
"2002-01-24",1392.75
"2002-01-25",1365
"2002-01-28",1345.5
"2002-01-29",1343.25
"2002-01-30",1346.25
"2002-01-31",1377.5
"2002-02-01",1378
"2002-02-04",1366.5
"2002-02-05",1375.75
"2002-02-06",1357.75
"2002-02-07",1371.9
"2002-02-08",1370.5
"2002-02-11",1361.35
"2002-02-12",1374.75
"2002-02-13",1400.95
"2002-02-14",1377.5
"2002-02-15",1366
"2002-02-18",1367
"2002-02-19",1362
"2002-02-20",1364
"2002-02-21",1365.25
"2002-02-22",1354
"2002-02-25",1361
"2002-02-26",1359
"2002-02-27",1396.25
"2002-02-28",1392
"2002-03-01",1401.5
"2002-03-04",1410
"2002-03-05",1402.5
"2002-03-06",1405.75
"2002-03-07",1422.5
"2002-03-08",1417.25
"2002-03-11",1420.75
"2002-03-12",1410.75
"2002-03-13",1405.5
"2002-03-14",1414
"2002-03-15",1419.25
"2002-03-18",1423.5
"2002-03-19",1436
"2002-03-20",1427
"2002-03-21",1409.25
"2002-03-22",1375.75
"2002-03-25",1361.25
"2002-03-26",1373.75
"2002-03-27",1377.5
"2002-03-28",1385.5
"2002-04-02",1390.25
"2002-04-03",1373.25
"2002-04-04",1370.25
"2002-04-05",1352.15
"2002-04-08",1353.25
"2002-04-09",1362
"2002-04-10",1355.75
"2002-04-11",1360.5
"2002-04-12",1351.75
"2002-04-15",1341.25
"2002-04-16",1362.05
"2002-04-17",1386.25
"2002-04-18",1380.25
"2002-04-19",1386.25
"2002-04-22",1390.5
"2002-04-23",1378.5
"2002-04-24",1378.75
"2002-04-25",1372
"2002-04-26",1376.5
"2002-04-29",1380.5
"2002-04-30",1375.5
"2002-05-01",1345.75
"2002-05-02",1358
"2002-05-03",1348.1
"2002-05-07",1352.5
"2002-05-08",1359.25
"2002-05-09",1354.9
"2002-05-10",1344.5
"2002-05-13",1339.5
"2002-05-14",1345
"2002-05-15",1343.5
"2002-05-16",1336.25
"2002-05-17",1329
"2002-05-20",1321.25
"2002-05-21",1323
"2002-05-22",1324
"2002-05-23",1329.75
"2002-05-24",1332
"2002-05-27",1329.85
"2002-05-28",1355
"2002-05-29",1363.75
"2002-05-30",1364.5
"2002-05-31",1377.75
"2002-06-05",1389.5
"2002-06-06",1392.75
"2002-06-07",1373
"2002-06-10",1383.25
"2002-06-11",1373.25
"2002-06-12",1371
"2002-06-13",1362.25
"2002-06-14",1356
"2002-06-17",1344
"2002-06-18",1344.5
"2002-06-19",1343
"2002-06-20",1329.25
"2002-06-21",1332.25
"2002-06-24",1325.25
"2002-06-25",1338.25
"2002-06-26",1347.25
"2002-06-27",1351
"2002-06-28",1368.6
"2002-07-01",1369.5
"2002-07-02",1354.45
"2002-07-03",1357.15
"2002-07-04",1351.45
"2002-07-05",1368.5
"2002-07-08",1350.2
"2002-07-09",1350.75
"2002-07-10",1357.25
"2002-07-11",1357.25
"2002-07-12",1352.9
"2002-07-15",1354.5
"2002-07-16",1358
"2002-07-17",1357.25
"2002-07-18",1344.75
"2002-07-19",1330.5
"2002-07-22",1319.9
"2002-07-23",1302.75
"2002-07-24",1295.5
"2002-07-25",1310.25
"2002-07-26",1310.5
"2002-07-29",1317
"2002-07-30",1301.75
"2002-07-31",1298.5
"2002-08-01",1297
"2002-08-02",1293.75
"2002-08-05",1278.25
"2002-08-06",1293
"2002-08-07",1281.5
"2002-08-08",1288.75
"2002-08-09",1299.5
"2002-08-12",1286
"2002-08-13",1288.25
"2002-08-14",1279
"2002-08-15",1313.75
"2002-08-16",1289.5
"2002-08-19",1289.5
"2002-08-20",1298.25
"2002-08-21",1291
"2002-08-22",1303.25
"2002-08-23",1296.5
"2002-08-27",1303.5
"2002-08-28",1304.75
"2002-08-29",1292.75
"2002-08-30",1292.25
"2002-09-02",1297
"2002-09-03",1289.5
"2002-09-04",1297
"2002-09-05",1294
"2002-09-06",1307.75
"2002-09-09",1326.75
"2002-09-10",1332.95
"2002-09-11",1333.5
"2002-09-12",1325.75
"2002-09-13",1317
"2002-09-16",1305.25
"2002-09-17",1309.75
"2002-09-18",1298.25
"2002-09-19",1291.75
"2002-09-20",1298
"2002-09-23",1290
"2002-09-24",1277.75
"2002-09-25",1286.5
"2002-09-26",1295.4
"2002-09-27",1281
"2002-09-30",1280.5
"2002-10-01",1287.5
"2002-10-02",1289.5
"2002-10-03",1299
"2002-10-04",1284.25
"2002-10-07",1283.75
"2002-10-08",1279.5
"2002-10-09",1283
"2002-10-10",1284.25
"2002-10-11",1316
"2002-10-14",1304
"2002-10-15",1314.25
"2002-10-16",1309.75
"2002-10-17",1327
"2002-10-18",1312.25
"2002-10-21",1329
"2002-10-22",1320
"2002-10-23",1319
"2002-10-24",1331.5
"2002-10-25",1339.5
"2002-10-28",1344.75
"2002-10-29",1330
"2002-10-30",1329.5
"2002-10-31",1346
"2002-11-01",1375
"2002-11-04",1373.25
"2002-11-05",1361.5
"2002-11-06",1367.25
"2002-11-07",1361.25
"2002-11-08",1367
"2002-11-11",1390.25
"2002-11-12",1387
"2002-11-13",1378.25
"2002-11-14",1366.5
"2002-11-15",1379.25
"2002-11-18",1372.5
"2002-11-19",1367
"2002-11-20",1380.75
"2002-11-21",1387.5
"2002-11-22",1381.75
"2002-11-25",1373
"2002-11-26",1350.75
"2002-11-27",1369.25
"2002-11-28",1369.75
"2002-11-29",1391.25
"2002-12-02",1380.25
"2002-12-03",1369.5
"2002-12-04",1375
"2002-12-05",1369.5
"2002-12-06",1379.25
"2002-12-09",1373.4
"2002-12-10",1383
"2002-12-11",1381.25
"2002-12-12",1386
"2002-12-13",1392.85
"2002-12-16",1380.5
"2002-12-17",1385.5
"2002-12-18",1379.25
"2002-12-19",1367.5
"2002-12-20",1373.5
"2002-12-23",1372.75
"2002-12-24",1374.25
"2002-12-30",1361
"2002-12-31",1346.65
"2003-01-02",1350
"2003-01-03",1344.25
"2003-01-06",1344
"2003-01-07",1343.75
"2003-01-08",1352
"2003-01-09",1347.5
"2003-01-10",1346
"2003-01-13",1341.25
"2003-01-14",1364.75
"2003-01-15",1373.75
"2003-01-16",1375.75
"2003-01-17",1367
"2003-01-20",1379
"2003-01-21",1384.75
"2003-01-22",1402.5
"2003-01-23",1414.25
"2003-01-24",1419
"2003-01-27",1408
"2003-01-28",1405.75
"2003-01-29",1428.5
"2003-01-30",1433
"2003-01-31",1419.15
"2003-02-03",1427.5
"2003-02-04",1415.5
"2003-02-05",1416.5
"2003-02-06",1406.5
"2003-02-07",1404.25
"2003-02-10",1435.5
"2003-02-11",1422.2
"2003-02-12",1420
"2003-02-13",1396.25
"2003-02-14",1407.25
"2003-02-17",1422.5
"2003-02-18",1408
"2003-02-19",1391.25
"2003-02-20",1406.5
"2003-02-21",1421.5
"2003-02-24",1436
"2003-02-25",1448.25
"2003-02-26",1452.25
"2003-02-27",1452.25
"2003-02-28",1440.75
"2003-03-03",1430
"2003-03-04",1413.5
"2003-03-05",1411
"2003-03-06",1410.25
"2003-03-07",1414.75
"2003-03-10",1404.5
"2003-03-11",1416
"2003-03-12",1404.25
"2003-03-13",1387.75
"2003-03-14",1381.75
"2003-03-17",1388.5
"2003-03-18",1375.5
"2003-03-19",1382.5
"2003-03-20",1374.25
"2003-03-21",1384
"2003-03-24",1374.75
"2003-03-25",1377
"2003-03-26",1353
"2003-03-27",1342.25
"2003-03-28",1350.75
"2003-03-31",1340.75
"2003-04-01",1337.25
"2003-04-02",1326.5
"2003-04-03",1319.25
"2003-04-04",1323.75
"2003-04-07",1323.75
"2003-04-08",1322.15
"2003-04-09",1318.65
"2003-04-10",1310.5
"2003-04-11",1326
"2003-04-14",1319.25
"2003-04-15",1331.5
"2003-04-16",1348.5
"2003-04-17",1358
"2003-04-22",1346.25
"2003-04-23",1350
"2003-04-24",1340.75
"2003-04-25",1341.75
"2003-04-28",1335.5
"2003-04-29",1346.75
"2003-04-30",1359.75
"2003-05-01",1361.75
"2003-05-02",1352.25
"2003-05-06",1365
"2003-05-07",1387.75
"2003-05-08",1386.25
"2003-05-09",1391.5
"2003-05-12",1398.5
"2003-05-13",1404.5
"2003-05-14",1410.45
"2003-05-15",1416
"2003-05-16",1403.75
"2003-05-19",1408.65
"2003-05-20",1412.3
"2003-05-21",1423.15
"2003-05-22",1413.8
"2003-05-23",1400.75
"2003-05-27",1415.35
"2003-05-28",1406
"2003-05-29",1416.5
"2003-05-30",1433.75
"2003-06-02",1450.2
"2003-06-03",1446.75
"2003-06-04",1430.75
"2003-06-05",1425.9
"2003-06-06",1433.6
"2003-06-09",1409.15
"2003-06-10",1394.4
"2003-06-11",1387.25
"2003-06-12",1400.15
"2003-06-13",1387.7
"2003-06-16",1384
"2003-06-17",1423.25
"2003-06-18",1443.5
"2003-06-19",1423.25
"2003-06-20",1400.25
"2003-06-23",1388.75
"2003-06-24",1401.5
"2003-06-25",1401.5
"2003-06-26",1395.5
"2003-06-27",1405.5
"2003-06-30",1388
"2003-07-01",1386.25
"2003-07-02",1410.65
"2003-07-03",1394.25
"2003-07-04",1403.75
"2003-07-07",1421
"2003-07-08",1426.1
"2003-07-09",1441.25
"2003-07-10",1448.75
"2003-07-11",1443.5
"2003-07-14",1463.75
"2003-07-15",1440.25
"2003-07-16",1434.5
"2003-07-17",1423
"2003-07-18",1433.25
"2003-07-21",1423.5
"2003-07-22",1419
"2003-07-23",1436.75
"2003-07-24",1476.25
"2003-07-25",1477.5
"2003-07-28",1475
"2003-07-29",1484
"2003-07-30",1472
"2003-07-31",1506
"2003-08-01",1511
"2003-08-04",1477.5
"2003-08-05",1476.5
"2003-08-06",1473.5
"2003-08-07",1480.75
"2003-08-08",1450.5
"2003-08-11",1437.25
"2003-08-12",1437.5
"2003-08-13",1452
"2003-08-14",1463
"2003-08-15",1452.25
"2003-08-18",1448
"2003-08-19",1471
"2003-08-20",1470.25
"2003-08-21",1443.75
"2003-08-22",1457
"2003-08-26",1442.5
"2003-08-27",1441.75
"2003-08-28",1426.5
"2003-08-29",1432
"2003-09-01",1440
"2003-09-02",1437.5
"2003-09-03",1447
"2003-09-04",1426.25
"2003-09-05",1441.5
"2003-09-08",1430.25
"2003-09-09",1382.25
"2003-09-10",1367.25
"2003-09-11",1405
"2003-09-12",1402.2
"2003-09-15",1406.5
"2003-09-16",1404
"2003-09-17",1402.75
"2003-09-18",1412.75
"2003-09-19",1430.5
"2003-09-22",1426.5
"2003-09-23",1421.25
"2003-09-24",1427.5
"2003-09-25",1427.25
"2003-09-26",1403
"2003-09-29",1413.5
"2003-09-30",1410
"2003-10-01",1412.5
"2003-10-02",1419.75
"2003-10-03",1429
"2003-10-06",1426.9
"2003-10-07",1450.25
"2003-10-08",1468.5
"2003-10-09",1487.5
"2003-10-10",1483.5
"2003-10-13",1500.25
"2003-10-14",1464.75
"2003-10-15",1476.25
"2003-10-16",1493.75
"2003-10-17",1499
"2003-10-20",1501.25
"2003-10-21",1487.5
"2003-10-22",1494.5
"2003-10-23",1481.5
"2003-10-24",1479.5
"2003-10-27",1497.25
"2003-10-28",1484.75
"2003-10-29",1504.25
"2003-10-30",1519.5
"2003-10-31",1514.25
"2003-11-03",1501
"2003-11-04",1520.5
"2003-11-05",1509
"2003-11-06",1504
"2003-11-07",1510.75
"2003-11-10",1494.75
"2003-11-11",1506
"2003-11-12",1522.7
"2003-11-13",1513.75
"2003-11-14",1527.25
"2003-11-17",1504.5
"2003-11-18",1507
"2003-11-19",1512.75
"2003-11-20",1494.25
"2003-11-21",1506.5
"2003-11-24",1519
"2003-11-25",1510.5
"2003-11-26",1511.5
"2003-11-27",1518.5
"2003-11-28",1537.5
"2003-12-01",1543
"2003-12-02",1555.75
"2003-12-03",1556.25
"2003-12-04",1551
"2003-12-05",1543.1
"2003-12-08",1541.7
"2003-12-09",1549.5
"2003-12-10",1548.3
"2003-12-11",1534.75
"2003-12-12",1547.5
"2003-12-15",1554
"2003-12-16",1560.25
"2003-12-17",1551.25
"2003-12-18",1559
"2003-12-19",1567
"2003-12-22",1554
"2003-12-23",1565.25
"2003-12-24",1580.75
"2003-12-29",1578.25
"2003-12-30",1584
"2003-12-31",1588.75
"2004-01-02",1605.75
"2004-01-05",1597.75
"2004-01-06",1589.25
"2004-01-07",1584
"2004-01-08",1603.5
"2004-01-09",1604.25
"2004-01-12",1591.5
"2004-01-13",1585.5
"2004-01-14",1611.75
"2004-01-15",1598
"2004-01-16",1606.5
"2004-01-19",1603
"2004-01-20",1609.5
"2004-01-21",1615.25
"2004-01-22",1623.75
"2004-01-23",1619.5
"2004-01-26",1618.75
"2004-01-27",1610
"2004-01-28",1638.25
"2004-01-29",1630
"2004-01-30",1641
"2004-02-02",1630.75
"2004-02-03",1644
"2004-02-04",1655
"2004-02-05",1651.25
"2004-02-06",1663.5
"2004-02-09",1654.75
"2004-02-10",1649.15
"2004-02-11",1676.15
"2004-02-12",1702.25
"2004-02-13",1701.45
"2004-02-16",1706.25
"2004-02-17",1726.25
"2004-02-18",1713.25
"2004-02-19",1715.25
"2004-02-20",1706.75
"2004-02-23",1694.25
"2004-02-24",1711.5
"2004-02-25",1701.25
"2004-02-26",1696.75
"2004-02-27",1704.75
"2004-03-01",1728
"2004-03-02",1705.25
"2004-03-03",1646.75
"2004-03-04",1645.25
"2004-03-05",1661.5
"2004-03-08",1649.5
"2004-03-09",1629.75
"2004-03-10",1623.05
"2004-03-11",1665.8
"2004-03-12",1641.5
"2004-03-15",1648.85
"2004-03-16",1674.85
"2004-03-17",1647
"2004-03-18",1658.5
"2004-03-19",1659.5
"2004-03-22",1646.25
"2004-03-23",1623.5
"2004-03-24",1636
"2004-03-25",1630.1
"2004-03-26",1660.5
"2004-03-29",1660.75
"2004-03-30",1667
"2004-03-31",1710
"2004-04-01",1728
"2004-04-02",1740.75
"2004-04-05",1717.5
"2004-04-06",1733.75
"2004-04-07",1728.5
"2004-04-08",1732.5
"2004-04-13",1731.5
"2004-04-14",1772.1
"2004-04-15",1789.75
"2004-04-16",1810.25
"2004-04-19",1828.25
"2004-04-20",1831.5
"2004-04-21",1709.5
"2004-04-22",1701.75
"2004-04-23",1705
"2004-04-26",1705
"2004-04-27",1719.75
"2004-04-28",1645.25
"2004-04-29",1648
"2004-04-30",1655
"2004-05-04",1676
"2004-05-05",1662.75
"2004-05-06",1653.5
"2004-05-07",1634.25
"2004-05-10",1546.5
"2004-05-11",1579.5
"2004-05-12",1603
"2004-05-13",1583
"2004-05-14",1608.5
"2004-05-17",1574.25
"2004-05-18",1615.75
"2004-05-19",1624
"2004-05-20",1615.25
"2004-05-21",1633.5
"2004-05-24",1646.25
"2004-05-25",1631.25
"2004-05-26",1651.5
"2004-05-27",1661.25
"2004-05-28",1679.75
"2004-06-01",1695.35
"2004-06-02",1660
"2004-06-03",1669.5
"2004-06-04",1646.25
"2004-06-07",1670.85
"2004-06-08",1657.25
"2004-06-09",1633.95
"2004-06-10",1632.25
"2004-06-11",1629
"2004-06-14",1640.5
"2004-06-15",1655
"2004-06-16",1684.75
"2004-06-17",1708.25
"2004-06-18",1715.5
"2004-06-21",1722
"2004-06-22",1698
"2004-06-23",1714
"2004-06-24",1729.25
"2004-06-25",1722.75
"2004-06-28",1714.5
"2004-06-29",1689.75
"2004-06-30",1716
"2004-07-01",1709.75
"2004-07-02",1709.75
"2004-07-05",1727.25
"2004-07-06",1715
"2004-07-07",1740.5
"2004-07-08",1751.25
"2004-07-09",1744
"2004-07-12",1730.75
"2004-07-13",1716
"2004-07-14",1721.5
"2004-07-15",1723
"2004-07-16",1742.75
"2004-07-19",1731.25
"2004-07-20",1710.5
"2004-07-21",1689.25
"2004-07-22",1692.5
"2004-07-23",1656.75
"2004-07-26",1658.25
"2004-07-27",1651.25
"2004-07-28",1679.25
"2004-07-29",1679.5
"2004-07-30",1692.5
"2004-08-02",1689.5
"2004-08-03",1691.25
"2004-08-04",1676
"2004-08-05",1679
"2004-08-06",1673.5
"2004-08-09",1652.75
"2004-08-10",1671.5
"2004-08-11",1673.25
"2004-08-12",1704.25
"2004-08-13",1717.75
"2004-08-16",1718.25
"2004-08-17",1704
"2004-08-18",1700.25
"2004-08-19",1724.25
"2004-08-20",1725
"2004-08-23",1698.5
"2004-08-24",1699
"2004-08-25",1678.75
"2004-08-26",1687.75
"2004-08-27",1687.25
"2004-08-31",1681.75
"2004-09-01",1684.25
"2004-09-02",1672
"2004-09-03",1640.25
"2004-09-06",1646.75
"2004-09-07",1662
"2004-09-08",1657.25
"2004-09-09",1659
"2004-09-10",1695
"2004-09-13",1689.25
"2004-09-14",1689.25
"2004-09-15",1697.25
"2004-09-16",1706.25
"2004-09-17",1703
"2004-09-20",1757.5
"2004-09-21",1811
"2004-09-22",1814.25
"2004-09-23",1818.75
"2004-09-24",1800
"2004-09-27",1813
"2004-09-28",1793.5
"2004-09-29",1810
"2004-09-30",1862.5
"2004-10-01",1833
"2004-10-04",1837
"2004-10-05",1844
"2004-10-06",1875.5
"2004-10-07",1868.5
"2004-10-08",1902
"2004-10-11",1886.25
"2004-10-12",1882.25
"2004-10-13",1766
"2004-10-14",1807.25
"2004-10-15",1833.75
"2004-10-18",1812.5
"2004-10-19",1839
"2004-10-20",1809
"2004-10-21",1815
"2004-10-22",1809
"2004-10-25",1768.5
"2004-10-26",1778.5
"2004-10-27",1801
"2004-10-28",1802.5
"2004-10-29",1867
"2004-11-01",1848.5
"2004-11-02",1824.5
"2004-11-03",1827.5
"2004-11-04",1837
"2004-11-05",1842.5
"2004-11-08",1815
"2004-11-09",1804.25
"2004-11-10",1797
"2004-11-11",1791
"2004-11-12",1816
"2004-11-15",1803.5
"2004-11-16",1790
"2004-11-17",1806
"2004-11-18",1810.75
"2004-11-19",1787.75
"2004-11-22",1778.25
"2004-11-23",1788
"2004-11-24",1831
"2004-11-25",1848
"2004-11-26",1852.5
"2004-11-29",1845
"2004-11-30",1837.5
"2004-12-01",1829.5
"2004-12-02",1811.75
"2004-12-03",1809.25
"2004-12-06",1824.25
"2004-12-07",1831
"2004-12-08",1795.5
"2004-12-09",1781.25
"2004-12-10",1779.75
"2004-12-13",1808.25
"2004-12-14",1790
"2004-12-15",1822
"2004-12-16",1830
"2004-12-17",1829.5
"2004-12-20",1857
"2004-12-21",1876
"2004-12-22",1904
"2004-12-23",1919.1
"2004-12-24",1927.5
"2004-12-29",1955
"2004-12-30",1968
"2004-12-31",1962.5
"2005-01-04",1807
"2005-01-05",1829.5
"2005-01-06",1814.25
"2005-01-07",1822
"2005-01-10",1818.25
"2005-01-11",1843.75
"2005-01-12",1851.75
"2005-01-13",1835.25
"2005-01-14",1834.25
"2005-01-17",1824.25
"2005-01-18",1836.25
"2005-01-19",1842.25
"2005-01-20",1841.75
"2005-01-21",1859.75
"2005-01-24",1843.25
"2005-01-25",1811.25
"2005-01-26",1840.25
"2005-01-27",1840
"2005-01-28",1860
"2005-01-31",1868.5
"2005-02-01",1857.25
"2005-02-02",1835.25
"2005-02-03",1844
"2005-02-04",1833.75
"2005-02-07",1822.75
"2005-02-08",1819.25
"2005-02-09",1819.75
"2005-02-10",1856.25
"2005-02-11",1844.25
"2005-02-14",1862
"2005-02-15",1875.5
"2005-02-16",1881.5
"2005-02-17",1918.25
"2005-02-18",1945.5
"2005-02-21",1933.5
"2005-02-22",1975.5
"2005-02-23",1977
"2005-02-24",1922.5
"2005-02-25",1904.75
"2005-02-28",1927
"2005-03-01",1924.75
"2005-03-02",1929.25
"2005-03-03",1970.5
"2005-03-04",2002
"2005-03-07",1992
"2005-03-08",2010
"2005-03-09",2029.75
"2005-03-10",2033
"2005-03-11",2021
"2005-03-14",2011
"2005-03-15",2027.25
"2005-03-16",2017.25
"2005-03-17",1982
"2005-03-18",2013
"2005-03-21",1987
"2005-03-22",1994.5
"2005-03-23",1960.5
"2005-03-24",1939.75
"2005-03-29",1948.25
"2005-03-30",1962.25
"2005-03-31",1982.5
"2005-04-01",1937.75
"2005-04-04",1947
"2005-04-05",1940.25
"2005-04-06",1957.75
"2005-04-07",1960
"2005-04-08",1949.75
"2005-04-11",1975.25
"2005-04-12",1953
"2005-04-13",1889.75
"2005-04-14",1873.25
"2005-04-15",1876.75
"2005-04-18",1878
"2005-04-19",1883
"2005-04-20",1904
"2005-04-21",1858
"2005-04-22",1866
"2005-04-25",1830.5
"2005-04-26",1821
"2005-04-27",1800.5
"2005-04-28",1811
"2005-04-29",1819.25
"2005-05-03",1784.75
"2005-05-04",1753.25
"2005-05-05",1764.75
"2005-05-06",1757.75
"2005-05-09",1773.25
"2005-05-10",1774.25
"2005-05-11",1747.25
"2005-05-12",1742.25
"2005-05-13",1709.75
"2005-05-16",1703.25
"2005-05-17",1722.25
"2005-05-18",1734.5
"2005-05-19",1728
"2005-05-20",1716
"2005-05-23",1728
"2005-05-24",1735.5
"2005-05-25",1742.75
"2005-05-26",1745
"2005-05-27",1735.75
"2005-05-31",1730.75
"2005-06-01",1736.75
"2005-06-02",1763
"2005-06-03",1779.75
"2005-06-06",1760.75
"2005-06-07",1735.75
"2005-06-08",1713.25
"2005-06-09",1717.25
"2005-06-10",1698
"2005-06-13",1685.25
"2005-06-14",1692.75
"2005-06-15",1717.5
"2005-06-16",1727.75
"2005-06-17",1756.75
"2005-06-20",1776.5
"2005-06-21",1753.5
"2005-06-22",1762.25
"2005-06-23",1733
"2005-06-24",1741
"2005-06-27",1724.5
"2005-06-28",1703.5
"2005-06-29",1721
"2005-06-30",1703
"2005-07-01",1670.25
"2005-07-04",1678.5
"2005-07-05",1687
"2005-07-06",1721
"2005-07-07",1716.5
"2005-07-08",1769.75
"2005-07-11",1801.5
"2005-07-12",1789.25
"2005-07-13",1797
"2005-07-14",1825.75
"2005-07-15",1822.5
"2005-07-18",1796
"2005-07-19",1806.5
"2005-07-20",1816.25
"2005-07-21",1800.75
"2005-07-22",1817.25
"2005-07-25",1816.5
"2005-07-26",1806.75
"2005-07-27",1828.5
"2005-07-28",1844.5
"2005-07-29",1836.5
"2005-08-01",1849.25
"2005-08-02",1861
"2005-08-03",1874.75
"2005-08-04",1857.25
"2005-08-05",1860.5
"2005-08-08",1846.75
"2005-08-09",1823.75
"2005-08-10",1864.5
"2005-08-11",1887
"2005-08-12",1895
"2005-08-15",1908.75
"2005-08-16",1921.75
"2005-08-17",1866.5
"2005-08-18",1879
"2005-08-19",1869
"2005-08-22",1905.25
"2005-08-23",1901.75
"2005-08-24",1869.25
"2005-08-25",1864.25
"2005-08-26",1874.5
"2005-08-30",1853
"2005-08-31",1835.25
"2005-09-01",1856.75
"2005-09-02",1863.75
"2005-09-05",1852.75
"2005-09-06",1842.5
"2005-09-07",1836
"2005-09-08",1821
"2005-09-09",1823.5
"2005-09-12",1842
"2005-09-13",1845.25
"2005-09-14",1832.75
"2005-09-15",1809
"2005-09-16",1783.25
"2005-09-19",1811
"2005-09-20",1801.5
"2005-09-21",1843
"2005-09-22",1854.5
"2005-09-23",1850.5
"2005-09-26",1872.5
"2005-09-27",1850
"2005-09-28",1842
"2005-09-29",1860
"2005-09-30",1835.75
"2005-10-03",1831
"2005-10-04",1846.25
"2005-10-05",1874
"2005-10-06",1890.5
"2005-10-07",1908.5
"2005-10-10",1903
"2005-10-11",1942.5
"2005-10-12",1966
"2005-10-13",1937
"2005-10-14",1946
"2005-10-17",1997
"2005-10-18",1983.5
"2005-10-19",1972.5
"2005-10-20",1971
"2005-10-21",1917
"2005-10-24",1929.25
"2005-10-25",1958.75
"2005-10-26",1934.5
"2005-10-27",1960.25
"2005-10-28",1956.5
"2005-10-31",1992
"2005-11-01",1987.5
"2005-11-02",1998.25
"2005-11-03",2017
"2005-11-04",2027
"2005-11-07",2016
"2005-11-08",2012
"2005-11-09",2018
"2005-11-10",2027.85
"2005-11-11",2061
"2005-11-14",2069.5
"2005-11-15",2009
"2005-11-16",2023.5
"2005-11-17",2021
"2005-11-18",2058
"2005-11-21",2091.5
"2005-11-22",2057.5
"2005-11-23",2078
"2005-11-24",2108
"2005-11-25",2130
"2005-11-28",2134.5
"2005-11-29",2141.75
"2005-11-30",2166.5
"2005-12-01",2230
"2005-12-02",2223.25
"2005-12-05",2241
"2005-12-06",2248.25
"2005-12-07",2271
"2005-12-08",2247.75
"2005-12-09",2281.75
"2005-12-12",2243.5
"2005-12-13",2254.25
"2005-12-14",2225
"2005-12-15",2228
"2005-12-16",2250
"2005-12-19",2237.75
"2005-12-20",2231.5
"2005-12-21",2243.5
"2005-12-22",2247.5
"2005-12-23",2278
"2005-12-28",2273
"2005-12-29",2282.75
"2005-12-30",2280.25
"2006-01-03",2282.5
"2006-01-04",2297
"2006-01-05",2287.25
"2006-01-06",2296.25
"2006-01-09",2310.5
"2006-01-10",2330.5
"2006-01-11",2349
"2006-01-12",2360.6
"2006-01-13",2399.5
"2006-01-16",2393
"2006-01-17",2369
"2006-01-18",2403.25
"2006-01-19",2392.5
"2006-01-20",2361.25
"2006-01-23",2415.75
"2006-01-24",2432.75
"2006-01-25",2473.5
"2006-01-26",2449
"2006-01-27",2466.5
"2006-01-30",2486.75
"2006-01-31",2493
"2006-02-01",2549.5
"2006-02-02",2587.25
"2006-02-03",2601.75
"2006-02-06",2635
"2006-02-07",2578.75
"2006-02-08",2570.5
"2006-02-09",2612.75
"2006-02-10",2498.25
"2006-02-13",2435.5
"2006-02-14",2460
"2006-02-15",2327
"2006-02-16",2303
"2006-02-17",2281.5
"2006-02-20",2347.75
"2006-02-21",2399
"2006-02-22",2397.75
"2006-02-23",2362.5
"2006-02-24",2398.25
"2006-02-27",2331
"2006-02-28",2390.5
"2006-03-01",2338
"2006-03-02",2385.5
"2006-03-03",2457.5
"2006-03-06",2408.5
"2006-03-07",2311
"2006-03-08",2308
"2006-03-09",2340.5
"2006-03-10",2350.75
"2006-03-13",2375.5
"2006-03-14",2434.75
"2006-03-15",2421.75
"2006-03-16",2444.25
"2006-03-17",2493.5
"2006-03-20",2465.75
"2006-03-21",2465.25
"2006-03-22",2442.25
"2006-03-23",2506.5
"2006-03-24",2513.25
"2006-03-27",2529.25
"2006-03-28",2516.5
"2006-03-29",2488
"2006-03-30",2507
"2006-03-31",2443.75
"2006-04-03",2490.5
"2006-04-04",2432.25
"2006-04-05",2478.5
